"";"Start";"End";"Summary";"Description";"Year";"Month";"Hours";"Pedagogical.Activity"
"1039";2016-03-18 16:00:00;2016-03-18 18:00:00;"workshop mom1 donnees des villes intelligentes (autonome)";"laurent";"2016";"Mar";2;"TELECOM"
"1040";2016-03-18 14:00:00;2016-03-18 16:00:00;"workshop  mom1 donnees des villes intelligentes";"laurent";"2016";"Mar";2;"TELECOM"
"1041";2016-03-16 18:00:00;2016-03-16 20:00:00;"panel velostan";NA;"2016";"Mar";2;""
"1042";2016-03-16 16:00:00;2016-03-16 18:00:00;"préparation panel vélo";NA;"2016";"Mar";2;""
"1043";2016-03-16 09:00:00;2016-03-16 12:00:00;"soutenance mom2 donnees des villes intelligentes";"laurent";"2016";"Mar";3;"TELECOM"
"1044";2016-03-15 18:00:00;2016-03-15 20:00:00;"préparation atelier velo stan mise en place";NA;"2016";"Mar";2;""
"1045";2016-03-14 17:00:00;2016-03-14 18:00:00;"workshop mom1 donnees des villes intelligentes (autonome)";"laurent";"2016";"Mar";1;"TELECOM"
"1046";2016-03-14 14:00:00;2016-03-14 17:00:00;"workshop  mom1 donnees des villes intelligentes";"laurent";"2016";"Mar";3;"TELECOM"
"1047";2016-03-10 13:00:00;2016-03-10 18:00:00;"lycée fameck cf anne";NA;"2016";"Mar";5;""
"1048";2016-02-29 13:30:00;2016-02-29 15:30:00;"usine du futur";NA;"2016";"Feb";2;""
"1049";2016-02-29 13:30:00;2016-02-29 17:00:00;"usine du futur";NA;"2016";"Feb";3.5;""
"1050";2016-02-26 09:00:00;2016-02-26 12:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Feb";3;"TELECOM"
"1051";2016-02-12 16:30:00;2016-02-12 18:00:00;"nancy cité santé (clo, anne v., auguste, jon)";NA;"2016";"Feb";1.5;""
"1052";2016-02-12 13:30:00;2016-02-12 16:30:00;"copil thèse aline";NA;"2016";"Feb";3;""
"1053";2016-02-11 14:00:00;2016-02-11 17:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Feb";3;"TELECOM"
"1054";2016-02-11 08:00:00;2016-02-11 12:00:00;"ue3 eduter";NA;"2016";"Feb";4;""
"1055";2016-02-10 13:30:00;2016-02-10 17:30:00;"sceance creat belovia";"voir giovanni";"2016";"Feb";4;"ENSGSI"
"1056";2016-02-10 08:00:00;2016-02-10 18:00:00;"ue3 eduter";NA;"2016";"Feb";10;""
"1057";2016-02-09 10:00:00;2016-02-09 12:00:00;"luxinnovation - laure et johan";"présentation des travées avec laurent et cédric s'ils sont dispos sinon johan et laure s'en chargeront. 
4 personnes en tout. 
besoin d'un vidéo proj 

";"2016";"Feb";2;""
"1058";2016-02-08 16:00:00;2016-02-08 18:00:00;"grdf";NA;"2016";"Feb";2;""
"1059";2016-02-05 09:00:00;2016-02-05 12:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Feb";3;"TELECOM"
"1060";2016-02-02 09:00:00;2016-02-02 16:30:00;"atelier prototypage (sc. et tech au lycée)";"cf. laure morel";"2016";"Feb";7.5;""
"1061";2016-02-01 10:00:00;2016-02-01 12:00:00;"demathieu bard : clo + queudot";"jean-sébastien michelet
 directeur d’agence

etablissement de metz
tel : 03 87 34 65 08     
etablissement de nancy
tel : 03 83 29 80 29";"2016";"Feb";2;""
"1062";2016-02-01 01:00:00;2016-02-06 01:00:00;"stage de 3°- pflatz";NA;"2016";"Feb";120;""
"1063";2016-01-30 09:00:00;2016-01-30 17:00:00;"linky by makers";NA;"2016";"Jan";8;""
"1064";2016-01-29 09:00:00;2016-01-29 12:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Jan";3;"TELECOM"
"1065";2016-01-28 09:00:00;2016-01-28 14:15:00;"comité syndical sillon lorrain";"30 personnes dont pdt gn";"2016";"Jan";5.25;""
"1066";2016-01-28 09:00:00;2016-01-28 18:00:00;"m.merdenz- réunion inovent 0607355064";"projet inovent avec pascal lhoste 
8 personnes, 
video projecteur 
";"2016";"Jan";9;""
"1067";2016-01-27 14:15:00;2016-01-27 18:00:00;"installation espace par gn pour sillon";NA;"2016";"Jan";3.75;""
"1068";2016-01-26 09:00:00;2016-01-26 16:30:00;"atelier créativité (sc. et tech au lycée)";"cf. laure morel pour r. bary";"2016";"Jan";7.5;""
"1069";2016-01-26 01:00:00;2016-01-28 01:00:00;"formation lycée - voir mail attaché";"je vous envoie pour information le descriptif de l'an
          dernier et la liste des inscrits au stage. il me semble
          important que nous nous rencontrions pour affiner la
          préparation de cette action de formation (le contenu peut être
          modifié en fonction du public de lycée).
        
";"2016";"Jan";48;""
"1070";2016-01-25 14:00:00;2016-01-25 17:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Jan";3;"TELECOM"
"1071";2016-01-25 08:00:00;2016-01-25 12:00:00;"td mauricio";"50 étudiants
10 groupes
sujet : activités plate-forme";"2016";"Jan";4;""
"1072";2016-01-22 15:00:00;2016-01-22 16:30:00;"visite jm manouvrier par julien hubert";NA;"2016";"Jan";1.5;""
"1073";2016-01-22 08:30:00;2016-01-22 13:15:00;"atelier eduter";"voir laurent et/ou vincent boly
a priori 10 personnes max";"2016";"Jan";4.75;""
"1074";2016-01-21 14:00:00;2016-01-21 17:00:00;"workshop mom2 donnees des villes intelligentes";"laurent";"2016";"Jan";3;"TELECOM"
"1075";2016-01-21 08:30:00;2016-01-21 18:00:00;"atelier eduter";"voir laurent et/ou vincent boly
a priori 10 personnes max";"2016";"Jan";9.5;""
"1076";2016-01-20 14:00:00;2016-01-20 17:30:00;"pidr";NA;"2016";"Jan";3.5;""
"1077";2016-01-20 13:30:00;2016-01-20 17:30:00;"ci10 groupe 1";"55 à 60 étudiants en demi promo => 30 étudiants sur 5 à 6 groupes";"2016";"Jan";4;""
"1078";2016-01-20 08:30:00;2016-01-20 18:00:00;"atelier eduter";"voir laurent et/ou vincent boly
a priori 10 personnes max";"2016";"Jan";9.5;""
"1079";2016-01-20 08:30:00;2016-01-20 12:30:00;"ci10 groupe 1";"55 à 60 étudiants en demi promo => 30 étudiants sur 5 à 6 groupes";"2016";"Jan";4;""
"1080";2016-01-19 13:00:00;2016-01-19 17:15:00;"visite ecole mine";"a priori 2 groupes de 15 ??

bonjour

afin de rendre la visite des étudiants plus 'fun"" je vais vérifier si le lorraine fab living lab est disponible à cette date et je reviens vers vous.
en attendant je réserve ma matinée du 19 janvier
cordialement
v boly

le 02/12/2015 09:40, judith sausse a écrit :
bonjour vincent,
je me permets de vous contacter pour vous demander si nous pouvons ""récidiver"" une visite de votre laboratoire le 19 janvier prochain.
j'organise des visites des laboratoires pour mes élèves de 1a sur la journée avec une visite le matin et une l'après-midi.
seriez-vous disponible, ou un de vos collaborateurs le mardi 19 janvier prochain pour proposer deux visites?
l'objectif serait une présentation des objectifs du laboratoire mais le thème ou le sujet de la visite reste à votre convenance.
les horaires de démarrage, points de rendez-vous, et nombre d'élèves accueillis sont également à votre choix.
je vous remercie d'avance de votre réponse et je vous souhaite une bonne journée.
bien à vous,
judith sausse

 
pièce jointe.jpeg	
    judith sausse
    professeur - directrice de la formation ingénieur civil des mines
    professor - head of the graduate program ""ingénieur civil des mines""
    département géoingénierie - georessources lab.
    
  tel: +33 (0)3 55 66 26 43
                                               gsm: +33 (0)6 80 58 18 28
campus artem, 92 rue du sergent blandan, 54 042 nancy cedex - france""";"2016";"Jan";4.25;""
"1081";2016-01-19 09:00:00;2016-01-19 12:15:00;"visite ecole mine 1ai animé par v boly";"a priori 2 groupes de 15 ??

bonjour

afin de rendre la visite des étudiants plus 'fun"" je vais vérifier si le lorraine fab living lab est disponible à cette date et je reviens vers vous.
en attendant je réserve ma matinée du 19 janvier
cordialement
v boly

le 02/12/2015 09:40, judith sausse a écrit :
bonjour vincent,
je me permets de vous contacter pour vous demander si nous pouvons ""récidiver"" une visite de votre laboratoire le 19 janvier prochain.
j'organise des visites des laboratoires pour mes élèves de 1a sur la journée avec une visite le matin et une l'après-midi.
seriez-vous disponible, ou un de vos collaborateurs le mardi 19 janvier prochain pour proposer deux visites?
l'objectif serait une présentation des objectifs du laboratoire mais le thème ou le sujet de la visite reste à votre convenance.
les horaires de démarrage, points de rendez-vous, et nombre d'élèves accueillis sont également à votre choix.
je vous remercie d'avance de votre réponse et je vous souhaite une bonne journée.
bien à vous,
judith sausse

 
pièce jointe.jpeg	
    judith sausse
    professeur - directrice de la formation ingénieur civil des mines
    professor - head of the graduate program ""ingénieur civil des mines""
    département géoingénierie - georessources lab.
    
  tel: +33 (0)3 55 66 26 43
                                               gsm: +33 (0)6 80 58 18 28
campus artem, 92 rue du sergent blandan, 54 042 nancy cedex - france""";"2016";"Jan";3.25;"ENSGSI"
"1082";2016-01-19 08:30:00;2016-01-19 18:00:00;"atelier eduter";"voir laurent et/ou vincent boly
a priori 10 personnes max";"2016";"Jan";9.5;""
"1083";2016-01-18 13:00:00;2016-01-18 18:00:00;"atelier eduter";"voir laurent et/ou vincent boly
a priori 10 personnes max";"2016";"Jan";5;""
"1084";2016-01-15 08:00:00;2016-01-15 18:00:00;"aiu - soutenances ?";NA;"2016";"Jan";10;"Ingexys P1"
"1085";2016-01-14 14:00:00;2016-01-14 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1086";2016-01-14 09:00:00;2016-01-14 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1087";2016-01-13 14:00:00;2016-01-13 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1088";2016-01-13 09:00:00;2016-01-13 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1089";2016-01-12 14:00:00;2016-01-12 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1090";2016-01-12 09:00:00;2016-01-12 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1091";2016-01-11 14:00:00;2016-01-11 16:00:00;"inpi avec johan claire?";NA;"2016";"Jan";2;""
"1092";2016-01-11 14:00:00;2016-01-11 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1093";2016-01-11 11:00:00;2016-01-11 12:30:00;"rdv i. margo";NA;"2016";"Jan";1.5;""
"1094";2016-01-11 09:00:00;2016-01-11 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1095";2016-01-11 01:00:00;2016-01-16 01:00:00;"aiu phase 2 semaine 2";NA;"2016";"Jan";120;"Ingexys P1"
"1096";2016-01-11 01:00:00;2016-01-16 01:00:00;"semaine maquettage";NA;"2016";"Jan";120;""
"1097";2016-01-11 01:00:00;2016-01-16 01:00:00;"stage alexis guidat (classe de 3ème) - tous les jours 9h-12h/14h-17h";"
";"2016";"Jan";120;""
"1098";2016-01-11 01:00:00;2016-01-14 01:00:00;"demande erdf - nomad lab et espaces immersifs";"demande de laetitia mahé(?) 
laetitia.mahe@erdf-grdf.fr
11 install vers 14h : 12 janvier journée et 13 janvier jusque 17h

associer le groupe projet nomad'lab
";"2016";"Jan";72;""
"1099";2016-01-08 14:00:00;2016-01-08 16:00:00;"rencontre gérard peltre";NA;"2016";"Jan";2;""
"1100";2016-01-08 14:00:00;2016-01-08 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1101";2016-01-08 09:00:00;2016-01-08 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1102";2016-01-07 16:00:00;2016-01-07 17:00:00;"braxenthaler";NA;"2016";"Jan";1;""
"1103";2016-01-07 14:00:00;2016-01-07 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1104";2016-01-07 09:00:00;2016-01-07 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1105";2016-01-06 14:00:00;2016-01-06 17:30:00;"aiu - prospective ld";NA;"2016";"Jan";3.5;"Ingexys P1"
"1106";2016-01-06 09:00:00;2016-01-06 12:30:00;"aiu - prospective ld";NA;"2016";"Jan";3.5;"Ingexys P1"
"1107";2016-01-05 14:00:00;2016-01-05 17:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1108";2016-01-05 09:00:00;2016-01-05 12:30:00;"aiu";NA;"2016";"Jan";3.5;"Ingexys P1"
"1109";2016-01-04 01:00:00;2016-01-09 01:00:00;"aiu phase 2 semaine 1";NA;"2016";"Jan";120;"Ingexys P1"
"1110";2015-12-19 01:00:00;2015-12-28 01:00:00;"lf2l fermé pour vacances ul";NA;"2015";"Dec";216;""
"1111";2015-12-15 16:30:00;2015-12-15 18:00:00;"visite jacques duchene active ageing";"sur ville bien être et vieilissement";"2015";"Dec";1.5;""
"1112";2015-12-15 11:00:00;2015-12-15 12:00:00;"marché nettoyage, mise au point de la marche à suivre";"environ 3 personnes 
besoin d'un vidéo projecteur pour un court ppt 
noémie gère le rdv 
";"2015";"Dec";1;""
"1113";2015-12-15 09:00:00;2015-12-15 10:00:00;"mobilier avec laurent";NA;"2015";"Dec";1;""
"1114";2015-12-10 13:30:00;2015-12-10 17:30:00;"séance de créativité- projet belovia 2° année";"10 étudiants 
besoin de 4h 
";"2015";"Dec";4;"ENSGSI"
"1115";2015-12-10 08:30:00;2015-12-10 12:15:00;"projet vélo";NA;"2015";"Dec";3.75;""
"1116";2015-12-09 08:00:00;2015-12-09 12:00:00;"soutencne génie des procédé o potier / mauricio";NA;"2015";"Dec";4;""
"1117";2015-12-08 09:00:00;2015-12-08 12:00:00;"cours créativité m1 master midi";"20 étudiants
côté fab lab principalement mais aussi besoin du living lab dixit eric bonjour.";"2015";"Dec";3;""
"1118";2015-12-07 01:00:00;2015-12-12 01:00:00;"stage emma weiss et luma morel (collège 3°)";NA;"2015";"Dec";120;""
"1119";2015-12-04 09:00:00;2015-12-04 17:00:00;"ingexys p2";NA;"2015";"Dec";8;"Ingexys P2"
"1120";2015-12-04 09:00:00;2015-12-04 12:00:00;"fabmaintenance";"maintenance des machines, réappro, logistique";"2015";"Dec";3;""
"1121";2015-12-04 07:15:00;2015-12-04 15:15:00;"ingexys p2";NA;"2015";"Dec";8;"Ingexys P2"
"1122";2015-12-03 13:00:00;2015-12-03 17:30:00;"openlab & r&d";NA;"2015";"Dec";4.5;""
"1123";2015-12-02 14:00:00;2015-12-02 17:00:00;"rdv caisse des dépôts-johan claire";NA;"2015";"Dec";3;""
"1124";2015-12-02 09:00:00;2015-12-02 17:00:00;"ingexys p2";NA;"2015";"Dec";8;"Ingexys P2"
"1125";2015-12-01 09:00:00;2015-12-01 17:00:00;"ingexys p2";NA;"2015";"Dec";8;"Ingexys P2"
"1126";2015-11-30 16:30:00;2015-11-30 17:30:00;"iuvtt";NA;"2015";"Nov";1;"IUVTT"
"1127";2015-11-30 13:30:00;2015-11-30 17:00:00;"openfabpro";"ouverture aux professionels sans rdv";"2015";"Nov";3.5;""
"1128";2015-11-30 09:00:00;2015-11-30 17:00:00;"ingexys p2";NA;"2015";"Nov";8;"Ingexys P2"
"1129";2015-11-30 09:00:00;2015-11-30 12:30:00;"fabpro";"ouverture aux professionels sur rdv";"2015";"Nov";3.5;""
"1130";2015-11-26 09:00:00;2015-11-26 12:15:00;"iuvtt autonomie";NA;"2015";"Nov";3.25;"IUVTT"
"1131";2015-11-26 01:00:00;2015-11-27 01:00:00;"note de synthèse iuvtt";NA;"2015";"Nov";24;"IUVTT"
"1132";2015-11-25 09:00:00;2015-11-25 11:00:00;"visite bpi";"johan claire
fera le tour du lfll + présentation du labo en projection";"2015";"Nov";2;""
"1133";2015-11-24 14:00:00;2015-11-24 16:45:00;"visites etudiants malika dati";"70 étudiants (2*35 étudiants)";"2015";"Nov";2.75;""
"1134";2015-11-24 12:15:00;2015-11-24 14:00:00;"repas tatiana";NA;"2015";"Nov";1.75;""
"1135";2015-11-24 09:00:00;2015-11-24 10:00:00;"johan claire+incubateur lorrain";NA;"2015";"Nov";1;""
"1136";2015-11-24 09:00:00;2015-11-24 12:00:00;"cours créativité m1 master midi";"20 étudiants
côté fab lab principalement mais aussi besoin du living lab dixit eric bonjour.";"2015";"Nov";3;""
"1137";2015-11-20 09:00:00;2015-11-20 18:00:00;"oser innovation de demain nomad lab (à la demande de pascal lhoste)";NA;"2015";"Nov";9;""
"1138";2015-11-20 09:00:00;2015-11-20 17:00:00;"ingexys p2";NA;"2015";"Nov";8;"Ingexys P2"
"1139";2015-11-19 12:30:00;2015-11-19 17:30:00;"montage à 14h osez innov de demain";NA;"2015";"Nov";5;""
"1140";2015-11-19 09:00:00;2015-11-19 17:00:00;"ingexys p2";NA;"2015";"Nov";8;"Ingexys P2"
"1141";2015-11-18 09:00:00;2015-11-18 17:00:00;"ingexys p2";"groupes + parcours vieillissement";"2015";"Nov";8;"Ingexys P2"
"1142";2015-11-17 14:30:00;2015-11-17 16:15:00;"accueil grégory hamez";NA;"2015";"Nov";1.75;""
"1143";2015-11-17 14:00:00;2015-11-17 17:30:00;"ingexys p2";"ou amphithéâtre a2 ensgsi";"2015";"Nov";3.5;"Ingexys P2"
"1144";2015-11-16 01:00:00;2015-11-21 01:00:00;"ai ingexys p2";NA;"2015";"Nov";120;"Ingexys P2"
"1145";2015-11-12 16:30:00;2015-11-12 19:00:00;"chaire reves -dalkia";NA;"2015";"Nov";2.5;""
"1146";2015-11-12 15:30:00;2015-11-12 16:30:00;"rdv rubini onpa";NA;"2015";"Nov";1;""
"1147";2015-11-10 16:00:00;2015-11-10 17:30:00;"rencontre carsat - ai";NA;"2015";"Nov";1.5;""
"1148";2015-11-10 13:00:00;2015-11-10 17:00:00;"td arduino";"voir avec patrick";"2015";"Nov";4;""
"1149";2015-11-10 10:00:00;2015-11-10 12:00:00;"rencontre avec inria - creativ'lab";"corentin viendra avec le copil de leur futur lab. ils souhaitent créer un lab avec accès chercheur principalement.

il faut étudier les complementaritées possibles ainsi que les actions/projets communs.";"2015";"Nov";2;""
"1150";2015-11-09 11:30:00;2015-11-09 12:15:00;"passage vincent boly + étudiants sur plate-forme";"appel de mauricio. vincent s'occupe de faire visiter la plate-forme.

";"2015";"Nov";0.75;""
"1151";2015-11-09 08:00:00;2015-11-09 12:00:00;"td arduino";"voir avec patrick";"2015";"Nov";4;""
"1152";2015-11-09 02:00:00;2015-11-09 06:00:00;"visite jérôme dinet interpsy";NA;"2015";"Nov";4;""
"1153";2015-11-09 01:00:00;2015-11-13 01:00:00;"stage marc-henri compes (colleègre 3°)";NA;"2015";"Nov";96;""
"1154";2015-11-03 14:00:00;2015-11-03 16:00:00;"netlooks - impression bois";"reconfirmer avec eux sur les besoins exacts.";"2015";"Nov";2;""
"1155";2015-11-03 09:00:00;2015-11-03 17:00:00;"affichage securité avec pierre";NA;"2015";"Nov";8;""
"1156";2015-11-03 09:00:00;2015-11-03 13:00:00;"du medial le numérique et ses enjeux";"15 à 30 personnes
";"2015";"Nov";4;""
"1157";2015-11-02 13:30:00;2015-11-02 17:00:00;"séance créat olivier p. mauricio";"30 gsi 2a";"2015";"Nov";3.5;""
"1158";2015-10-30 09:00:00;2015-10-30 12:15:00;"assoc best découpe laser";"animé par alaa
noémie donne les clefs du lf2l et le badge alarme à alaa.";"2015";"Oct";3.25;""
"1159";2015-10-27 01:00:00;2015-10-28 01:00:00;"noémie absente, travaille le mercredi 28/10 à la place";NA;"2015";"Oct";24;""
"1160";2015-10-23 13:00:00;2015-10-23 17:00:00;"td arduino";"voir avec patrick";"2015";"Oct";4;""
"1161";2015-10-23 10:30:00;2015-10-23 11:45:00;"visite fablab avec les midi m2";NA;"2015";"Oct";1.25;""
"1162";2015-10-22 08:00:00;2015-10-22 10:00:00;"cours ci6 2ai";"voir avec patrick, cours commun avec alaa";"2015";"Oct";2;"ENSGSI"
"1163";2015-10-21 14:00:00;2015-10-21 15:00:00;"visite du chantier d'insertion";"préparer une vistie de groupe

2x15 personnes";"2015";"Oct";1;""
"1164";2015-10-21 14:00:00;2015-10-21 17:00:00;"visite ars";"contact : laurence favilla 
2 groupes de 15 pers chacun 
3 h de visite au total 
gratuit sur décision de laure. 
";"2015";"Oct";3;""
"1165";2015-10-21 02:00:00;2015-10-22 02:00:00;"noémie présente";NA;"2015";"Oct";24;""
"1166";2015-10-20 09:00:00;2015-10-20 11:30:00;"reunion pascal lhoste";"6 pers
pas besoin de matériel";"2015";"Oct";2.5;""
"1167";2015-10-19 14:00:00;2015-10-19 16:00:00;"point comm'";"19/10 14h";"2015";"Oct";2;""
"1168";2015-10-19 02:00:00;2015-10-21 02:00:00;"noémie absente";NA;"2015";"Oct";48;""
"1169";2015-10-16 13:30:00;2015-10-16 17:30:00;"2ap goodies:  ils continuent (volontairement)";NA;"2015";"Oct";4;""
"1170";2015-10-16 09:00:00;2015-10-16 11:00:00;"accompagnement pédago iuvtt-claudine guidat";NA;"2015";"Oct";2;"IUVTT"
"1171";2015-10-15 13:00:00;2015-10-15 17:00:00;"présentation du lf2l + nomad'lab à grdf";"géré par v boly (relancer laure pour savoir si elle vient) 
jean-charles jorandon 
responsable de projets d'innovation numérique 
direction des systèmes d'information

appel de laure le 04/09/15 pour une présentation de la plateforme. 
le camion est juste la pour montrer son fonctionnement, inutile de l'equiper (dixit laure)";"2015";"Oct";4;""
"1172";2015-10-15 09:00:00;2015-10-15 12:00:00;"etudiants 2ap goodies (tony debelle) - ?";NA;"2015";"Oct";3;""
"1173";2015-10-15 09:00:00;2015-10-15 17:00:00;"utilisation matériel pour epl au centre congrès";"table tactile / occulus / kinects +ordi pour immersif + bulles)";"2015";"Oct";8;""
"1174";2015-10-14 09:00:00;2015-10-14 17:00:00;"utilisation matériel pour epl au centre congrès";"table tactile / occulus / kinects +ordi pour immersif + bulles)";"2015";"Oct";8;""
"1175";2015-10-13 14:00:00;2015-10-13 16:00:00;"dupont fleurs/intervention bac plantes / compter 1h00";"passage entre 14h et 16h. 

";"2015";"Oct";2;""
"1176";2015-10-13 10:30:00;2015-10-13 12:00:00;"point linky claudine cédric jonathan";NA;"2015";"Oct";1.5;""
"1177";2015-10-12 09:00:00;2015-10-12 17:00:00;"visite snecma possible";NA;"2015";"Oct";8;""
"1178";2015-10-12 09:00:00;2015-10-12 12:30:00;"snecma?";NA;"2015";"Oct";3.5;""
"1179";2015-10-08 10:00:00;2015-10-08 14:00:00;"bilan mensuel + déj avec laure";NA;"2015";"Oct";4;""
"1180";2015-10-07 14:00:00;2015-10-07 17:00:00;"point thèses claudine guidat";NA;"2015";"Oct";3;""
"1181";2015-10-06 14:00:00;2015-10-06 15:30:00;"réunion ai";NA;"2015";"Oct";1.5;""
"1182";2015-10-06 13:30:00;2015-10-06 17:45:00;"séance créat o pothier";"30/35 étudiants gsi";"2015";"Oct";4.25;""
"1183";2015-10-06 10:00:00;2015-10-06 12:15:00;"visite utp (colombie)";"par mauricio présentation du lf2l + café";"2015";"Oct";2.25;""
"1184";2015-10-06 09:00:00;2015-10-06 18:00:00;"formation bibliotécaires";NA;"2015";"Oct";9;""
"1185";2015-10-05 13:30:00;2015-10-05 17:15:00;"cours patrick";NA;"2015";"Oct";3.75;""
"1186";2015-10-05 02:00:00;2015-10-07 02:00:00;"formation bibliothecaires au fablab";NA;"2015";"Oct";48;""
"1187";2015-10-02 08:00:00;2015-10-02 18:00:00;"aiu soutenances";NA;"2015";"Oct";10;"Ingexys P1"
"1188";2015-10-01 14:00:00;2015-10-01 17:30:00;"aiu";NA;"2015";"Oct";3.5;"Ingexys P1"
"1189";2015-10-01 09:00:00;2015-10-01 12:30:00;"aiu";NA;"2015";"Oct";3.5;"Ingexys P1"
"1190";2015-09-30 14:00:00;2015-09-30 17:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
"1191";2015-09-30 09:00:00;2015-09-30 12:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
"1192";2015-09-29 14:00:00;2015-09-29 17:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
"1193";2015-09-29 10:30:00;2015-09-29 12:30:00;"rdv one health olivier delabas, anne et claudine";NA;"2015";"Sep";2;""
"1194";2015-09-29 10:00:00;2015-09-29 12:00:00;"reunion claudine pas de bruit";NA;"2015";"Sep";2;""
"1195";2015-09-29 09:00:00;2015-09-29 12:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
"1196";2015-09-28 14:00:00;2015-09-28 17:30:00;"aiu isabelle houot";NA;"2015";"Sep";3.5;"Ingexys P1"
"1197";2015-09-28 14:00:00;2015-09-28 15:00:00;"johan claire: visite du lf2l pour m. cervulle de psa";NA;"2015";"Sep";1;""
"1198";2015-09-28 09:00:00;2015-09-28 12:30:00;"aiu isabelle houot";NA;"2015";"Sep";3.5;"Ingexys P1"
"1199";2015-09-25 14:00:00;2015-09-25 17:30:00;"aiu revue de projet";NA;"2015";"Sep";3.5;"Ingexys P1"
"1200";2015-09-25 14:00:00;2015-09-25 15:00:00;"dorian goepp - inria";"dorian.goepp@inria.fr

première rencontre pour découvrir et venir utiliser le fablab";"2015";"Sep";1;""
"1201";2015-09-25 14:00:00;2015-09-25 15:00:00;"adrien - alerion";"1h de laser";"2015";"Sep";1;""
"1202";2015-09-25 09:00:00;2015-09-25 12:00:00;"2ap goodies";NA;"2015";"Sep";3;""
"1203";2015-09-25 09:00:00;2015-09-25 12:30:00;"aiu revue de projet";NA;"2015";"Sep";3.5;"Ingexys P1"
"1204";2015-09-24 14:00:00;2015-09-24 17:30:00;"aiu - julien asa";NA;"2015";"Sep";3.5;"Ingexys P1"
"1205";2015-09-24 09:00:00;2015-09-24 12:30:00;"aiu - julien asa";NA;"2015";"Sep";3.5;"Ingexys P1"
"1206";2015-09-24 09:00:00;2015-09-24 10:30:00;"réunion pascal lhoste";"3/4 pers
pas besoin de matériel";"2015";"Sep";1.5;""
"1207";2015-09-23 14:30:00;2015-09-23 16:00:00;"aiu";NA;"2015";"Sep";1.5;"Ingexys P1"
"1208";2015-09-23 09:00:00;2015-09-23 12:00:00;"aiu";NA;"2015";"Sep";3;"Ingexys P1"
"1209";2015-09-22 14:00:00;2015-09-22 17:30:00;"aiu sociologie de l'action jld";NA;"2015";"Sep";3.5;"Ingexys P1"
"1210";2015-09-22 09:00:00;2015-09-22 12:30:00;"aiu sociologie de l'action jld";NA;"2015";"Sep";3.5;"Ingexys P1"
"1211";2015-09-21 14:00:00;2015-09-21 17:30:00;"aiu revue de projet";NA;"2015";"Sep";3.5;"Ingexys P1"
"1212";2015-09-21 09:00:00;2015-09-21 12:30:00;"aiu revue de projet";NA;"2015";"Sep";3.5;"Ingexys P1"
"1213";2015-09-18 14:00:00;2015-09-18 17:30:00;"aiu isabelle houot";NA;"2015";"Sep";3.5;"Ingexys P1"
"1214";2015-09-18 09:00:00;2015-09-18 12:30:00;"aiu isabelle houot";NA;"2015";"Sep";3.5;"Ingexys P1"
"1215";2015-09-17 18:00:00;2015-09-17 21:45:00;"soirée peel";NA;"2015";"Sep";3.75;""
"1216";2015-09-17 14:00:00;2015-09-17 17:30:00;"aiu laure mauricio julien";NA;"2015";"Sep";3.5;"Ingexys P1"
"1217";2015-09-17 13:30:00;2015-09-17 15:30:00;"visite groupe renault";NA;"2015";"Sep";2;""
"1218";2015-09-17 09:00:00;2015-09-17 12:30:00;"aiu laure mauricio julien";NA;"2015";"Sep";3.5;"Ingexys P1"
"1219";2015-09-17 09:00:00;2015-09-17 10:00:00;"braxenthaler - prise de contact pour devis tables collaboratives";NA;"2015";"Sep";1;""
"1220";2015-09-16 14:00:00;2015-09-16 17:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
"1221";2015-09-16 09:00:00;2015-09-16 12:30:00;"aiu";NA;"2015";"Sep";3.5;"Ingexys P1"
